TRANSACTION_DT,TRANSACTION_AMT,CMTE_ID,CMTE_NM,OCCUPATION,CMTE_PTY_AFFILIATION
1022015,750,C00408260,THE GRANT THORNTON LLP POLITICAL ACTION COMMITTEE LLC,PARTNER,
1022015,750,C00408260,THE GRANT THORNTON LLP POLITICAL ACTION COMMITTEE LLC,PRINCIPAL,
1022015,750,C00408260,THE GRANT THORNTON LLP POLITICAL ACTION COMMITTEE LLC,PARTNER,
1022015,250,C00408260,THE GRANT THORNTON LLP POLITICAL ACTION COMMITTEE LLC,PARTNER,
1022015,500,C00408260,THE GRANT THORNTON LLP POLITICAL ACTION COMMITTEE LLC,PARTNER,
1022015,1500,C00408260,THE GRANT THORNTON LLP POLITICAL ACTION COMMITTEE LLC,PRINCIPAL,
1022015,260,C00493031,WYLE POLITICAL ACTION COMMITTEE/WYLE SERVICES CORPORATION (WYLEPAC),,
1022015,260,C00493031,WYLE POLITICAL ACTION COMMITTEE/WYLE SERVICES CORPORATION (WYLEPAC),,
1022015,1000,C00008839,AMERICAN PODIATRIC MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,PODIATRIC PHYSICIAN,
1022015,260,C00493031,WYLE POLITICAL ACTION COMMITTEE/WYLE SERVICES CORPORATION (WYLEPAC),,
1022015,260,C00493031,WYLE POLITICAL ACTION COMMITTEE/WYLE SERVICES CORPORATION (WYLEPAC),,
1022015,250,C00120055,MARYLAND REPUBLICAN STATE CENTRAL COMMITTEE,DOCTOR,REP
1022015,25,C00309567,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,RETIRED TRAVEL AGENT,DEM
1022015,175,C00309567,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,RETIRED,DEM
1022015,1200,C00447565,ASSOCIATION FOR ADVANCED LIFE UNDERWRITING PAC (AALU PAC),LIFE INSURANCE AGENT,
1022015,300,C00447565,ASSOCIATION FOR ADVANCED LIFE UNDERWRITING PAC (AALU PAC),PRESIDENT,
1022015,100,C00540443,AMERICANS FOR RESPONSIBLE SOLUTIONS-PAC,NOT EMPLOYED,
1022015,5,C00540443,AMERICANS FOR RESPONSIBLE SOLUTIONS-PAC,NOT EMPLOYED,
1022015,250,C00540443,AMERICANS FOR RESPONSIBLE SOLUTIONS-PAC,PHYSICIAN,
1022015,500,C00138560,WASHINGTON POLITICAL ACTION COMMITTEE,SOFTWARE DEVELOPER,
1022015,200,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,250,C00401224,ACTBLUE,RESEARCHER,
1022015,2,C00401224,ACTBLUE,,
1022015,2,C00401224,ACTBLUE,,
1022015,2,C00401224,ACTBLUE,,
1022015,2,C00401224,ACTBLUE,,
1022015,2,C00401224,ACTBLUE,,
1022015,3,C00401224,ACTBLUE,,
1022015,3,C00401224,ACTBLUE,,
1022015,2,C00401224,ACTBLUE,,
1022015,120,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,50,C00401224,ACTBLUE,ASSOCIATE,
1022015,50,C00401224,ACTBLUE,MD,
1022015,25,C00401224,ACTBLUE,ANALYST - RETIRED,
1022015,50,C00401224,ACTBLUE,MD,
1022015,35,C00401224,ACTBLUE,MEDIA SPECIALIST,
1022015,100,C00401224,ACTBLUE,MD,
1022015,35,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,50,C00401224,ACTBLUE,FINANCE,
1022015,25,C00401224,ACTBLUE,PROFESSOR,
1022015,25,C00401224,ACTBLUE,MAIL CARRIER,
1022015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,35,C00401224,ACTBLUE,RETIRED,
1022015,35,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,50,C00401224,ACTBLUE,MD,
1022015,50,C00401224,ACTBLUE,CLERGY,
1022015,10,C00401224,ACTBLUE,RETIRED,
1022015,15,C00401224,ACTBLUE,GRAPHIC DESIGNER,
1022015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,50,C00401224,ACTBLUE,NONE,
1022015,15,C00401224,ACTBLUE,LAWYER,
1022015,5,C00401224,ACTBLUE,LAWYER,
1022015,100,C00401224,ACTBLUE,PHYSICIAN,
1022015,50,C00401224,ACTBLUE,SELF EMPLOYED,
1022015,100,C00401224,ACTBLUE,COMPUTER SPECIALEST,
1022015,100,C00401224,ACTBLUE,UNIV ADMINSTRATOR,
1022015,25,C00401224,ACTBLUE,ADMINISTRATIVE ASSIST,
1022015,35,C00401224,ACTBLUE,MD,
1022015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,35,C00401224,ACTBLUE,RETIRED FAA,
1022015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,5,C00401224,ACTBLUE,DESIGNER,
1022015,10,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,5,C00401224,ACTBLUE,DESIGNER,
1022015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,15,C00401224,ACTBLUE,PUBLIC HEALTH PROFESSIONAL,
1022015,10,C00401224,ACTBLUE,PUBLIC HEALTH PROFESSIONAL,
1022015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,5,C00401224,ACTBLUE,RETIRED,
1022015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1022015,25,C00401224,ACTBLUE,MD,
1022015,50,C00401224,ACTBLUE,WRITER/ARTIST,
1022015,100,C00548420,THE 2016 DRAFT COMMITTEE,TECHNICIAN,
1022015,100,C00548420,THE 2016 DRAFT COMMITTEE,RETIRED,
1032015,250,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,ACCOUNTANT,DEM
1032015,250,C00042366,DSCC,BOOKKEEPER,DEM
1032015,250,C00042366,DSCC,PRESIDENT,DEM
1032015,1200,C00193433,EMILY'S LIST,NONE,
1032015,500,C00255752,AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE,PHYSICIAN,
1032015,50,C00498568,FRIENDS OF CHERI BUSTOS,PHARMACEUTICAL COSULTANT,DEM
1032015,100,C00341396,MOVEON.ORG POLITICAL ACTION,MD,
1032015,25,C00341396,MOVEON.ORG POLITICAL ACTION,BIOCHEMIST,
1032015,50,C00341396,MOVEON.ORG POLITICAL ACTION,PROFESSOR,
1032015,50,C00341396,MOVEON.ORG POLITICAL ACTION,KINDERGARTEN TEACHER,
1032015,37,C00341396,MOVEON.ORG POLITICAL ACTION,RETIRED,
1032015,100,C00341396,MOVEON.ORG POLITICAL ACTION,IT SPECIALIST,
1032015,50,C00341396,MOVEON.ORG POLITICAL ACTION,SCIENTIST,
1032015,50,C00341396,MOVEON.ORG POLITICAL ACTION,FEDERAL EMPLOYEE,
1032015,40,C00341396,MOVEON.ORG POLITICAL ACTION,UNEMPLOYED,
1032015,50,C00341396,MOVEON.ORG POLITICAL ACTION,CLINICAL PSYCHOLOGIST,
1032015,15,C00341396,MOVEON.ORG POLITICAL ACTION,PSYCHOLOGIST,
1032015,100,C00341396,MOVEON.ORG POLITICAL ACTION,MD,
1032015,25,C00341396,MOVEON.ORG POLITICAL ACTION,LAW PROFESSOR,
1032015,50,C00341396,MOVEON.ORG POLITICAL ACTION,MD,
1032015,35,C00341396,MOVEON.ORG POLITICAL ACTION,RETIRED,
1032015,75,C00341396,MOVEON.ORG POLITICAL ACTION,PHYSICIAN,
1032015,40,C00341396,MOVEON.ORG POLITICAL ACTION,IT SPECIALIST,
1032015,50,C00341396,MOVEON.ORG POLITICAL ACTION,NOT EMPLOYED,
1032015,100,C00540443,AMERICANS FOR RESPONSIBLE SOLUTIONS-PAC,NOT EMPLOYED,
1032015,50,C00540443,AMERICANS FOR RESPONSIBLE SOLUTIONS-PAC,PHYSICIAN,
1032015,250,C00401224,ACTBLUE,BOOKKEEPER,
1032015,200,C00401224,ACTBLUE,LAWYER,
1032015,250,C00401224,ACTBLUE,PHYSICIAN,
1032015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1032015,100,C00401224,ACTBLUE,WRITER/TEACHER,
1032015,15,C00401224,ACTBLUE,PSYCHOLOGIST,
1032015,100,C00401224,ACTBLUE,MD,
1032015,50,C00401224,ACTBLUE,EXECUTIVE  DIRECTOR.,
1032015,25,C00401224,ACTBLUE,COOK,
1032015,100,C00401224,ACTBLUE,RETIRED,
1032015,25,C00401224,ACTBLUE,PROFESSOR,
1032015,50,C00401224,ACTBLUE,REGISTRAR,
1032015,50,C00401224,ACTBLUE,LINOWES AND BLOCHER LLP,
1032015,50,C00401224,ACTBLUE,ASSISTANT DIRECTOR,
1032015,100,C00401224,ACTBLUE,RETIRED,
1032015,20,C00401224,ACTBLUE,MD,
1032015,50,C00401224,ACTBLUE,STATE DELEGATE,
1032015,50,C00401224,ACTBLUE,PHARMACEUTICAL COSULTANT,
1032015,35,C00401224,ACTBLUE,CONSULTANT,
1032015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1032015,100,C00401224,ACTBLUE,MD,
1032015,50,C00401224,ACTBLUE,PSYCHOLOGIST,
1032015,50,C00401224,ACTBLUE,PSYCHOLOGIST,
1032015,100,C00401224,ACTBLUE,PSYCHOLOGIST,
1032015,35,C00401224,ACTBLUE,PSYCHOLOGIST,
1032015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1032015,15,C00401224,ACTBLUE,ARTIST,
1032015,26,C00401224,ACTBLUE,STUDENT,
1032015,5,C00401224,ACTBLUE,PSYCHOLOGIST,
1032015,100,C00401224,ACTBLUE,SOFTWARE ARCHITECT,
1032015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1032015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1032015,100,C00401224,ACTBLUE,MD,
1032015,35,C00401224,ACTBLUE,NOT EMPLOYED,
1032015,36,C00401224,ACTBLUE,PHYSICIAN,
1032015,100,C00401224,ACTBLUE,ATTORNEY,
1032015,25,C00401224,ACTBLUE,HISTOLOGY,
1032015,50,C00401224,ACTBLUE,RETIRED,
1032015,10,C00401224,ACTBLUE,NOT EMPLOYED,
1042015,250,C00005660,AMERICAN ASSOCIATION OF ORAL AND MAXILLOFACIAL SURGEONS POLITICAL ACTION COMMITTEE,ORAL SURGEON,UNK
1042015,100,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1042015,250,C00042366,DSCC,RETIRED,DEM
1042015,250,C00193433,EMILY'S LIST,NONE,
1042015,20,C00264697,FRIENDS OF SHERROD BROWN,SOFTWARE ENGINEER,DEM
1042015,250,C00000935,DCCC,ATTORNEY,DEM
1042015,250,C00000935,DCCC,PHYSICIAN,DEM
1042015,50,C00000935,DCCC,,DEM
1042015,70,C00000935,DCCC,,DEM
1042015,50,C00000935,DCCC,,DEM
1042015,50,C00000935,DCCC,,DEM
1042015,50,C00000935,DCCC,,DEM
1042015,100,C00000935,DCCC,,DEM
1042015,70,C00000935,DCCC,,DEM
1042015,10,C00000935,DCCC,,DEM
1042015,10,C00000935,DCCC,,DEM
1042015,50,C00000935,DCCC,,DEM
1042015,25,C00000935,DCCC,,DEM
1042015,5,C00000935,DCCC,,DEM
1042015,15,C00000935,DCCC,,DEM
1042015,35,C00000935,DCCC,,DEM
1042015,10,C00000935,DCCC,,DEM
1042015,20,C00000935,DCCC,,DEM
1042015,25,C00000935,DCCC,,DEM
1042015,52,C00000935,DCCC,,DEM
1042015,100,C00000935,DCCC,WRITER/TEACHER,DEM
1042015,50,C00000935,DCCC,PSYCHOLOGIST,DEM
1042015,5,C00000935,DCCC,PSYCHOLOGIST,DEM
1042015,50,C00000935,DCCC,PSYCHOLOGIST,DEM
1042015,35,C00000935,DCCC,PSYCHOLOGIST,DEM
1042015,100,C00000935,DCCC,PSYCHOLOGIST,DEM
1042015,100,C00540443,AMERICANS FOR RESPONSIBLE SOLUTIONS-PAC,NOT EMPLOYED,
1042015,90,C00540997,READY PAC,CONSULTANT,
1042015,250,C00401224,ACTBLUE,NOT EMPLOYED,
1042015,250,C00401224,ACTBLUE,NOT EMPLOYED,
1042015,25,C00401224,ACTBLUE,MD,
1042015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1042015,25,C00401224,ACTBLUE,PROFESSOR,
1042015,100,C00401224,ACTBLUE,NOT EMPLOYED,
1042015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1042015,5,C00401224,ACTBLUE,LAWYER,
1042015,100,C00401224,ACTBLUE,PHYSICIAN,
1042015,25,C00401224,ACTBLUE,ADMINISTRATIVE ASSIST,
1042015,50,C00401224,ACTBLUE,SCULPTOR,
1042015,10,C00401224,ACTBLUE,SOFTWARE ARCHITECT,
1042015,25,C00401224,ACTBLUE,DESIGNER,
1042015,50,C00401224,ACTBLUE,DESIGNER,
1042015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1042015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1042015,15,C00401224,ACTBLUE,ECEC. ASST.,
1042015,15,C00401224,ACTBLUE,MD,
1052015,1000,C00003418,REPUBLICAN NATIONAL COMMITTEE,CONSULTANT/LOBBYIST,REP
1052015,250,C00003418,REPUBLICAN NATIONAL COMMITTEE,EXECUTIVE,REP
1052015,110,C00003418,REPUBLICAN NATIONAL COMMITTEE,LAWYER,REP
1052015,100,C00003418,REPUBLICAN NATIONAL COMMITTEE,LAWYER,REP
1052015,500,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,ANALYST,DEM
1052015,500,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1052015,400,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,OWNER,DEM
1052015,80,C00042366,DSCC,,DEM
1052015,50,C00042366,DSCC,,DEM
1052015,80,C00042366,DSCC,,DEM
1052015,50,C00042366,DSCC,,DEM
1052015,200,C00042366,DSCC,,DEM
1052015,500,C00096412,FRIENDS OF CHRIS SMITH,COMPUTER ENGINEER,REP
1052015,500,C00135590,INSTITUTE OF MAKERS OF EXPLOSIVES POLITICAL ACTION COMMITTEE,EXECUTIVE DIRECTOR,
1052015,300,C00193342,MCCONNELL SENATE COMMITTEE ,RETIRED,REP
1052015,250,C00193433,EMILY'S LIST,,
1052015,300,C00193433,EMILY'S LIST,RETIRED,
1052015,300,C00193433,EMILY'S LIST,PROFESSOR,
1052015,3000,C00193433,EMILY'S LIST,NONE,
1052015,2500,C00365122,"VISA, INC. POLITICAL ACTION COMMITTEE",SR. DIRECTOR,
1052015,70,C00458844,MARCO RUBIO FOR PRESIDENT,RETIRED,REP
1052015,1015,C00551366,RIGHTNOW WOMEN PAC,ATTORNEY,
1052015,250,C00120055,MARYLAND REPUBLICAN STATE CENTRAL COMMITTEE,ATTORNEY,REP
1052015,200,C00120055,MARYLAND REPUBLICAN STATE CENTRAL COMMITTEE,,REP
1052015,50,C00000935,DCCC,CONSULTANT,DEM
1052015,25,C00000935,DCCC,,DEM
1052015,100,C00000935,DCCC,,DEM
1052015,50,C00000935,DCCC,,DEM
1052015,15,C00000935,DCCC,ATTORNEY,DEM
1052015,4000,C00301929,KELLEY DRYE & WARREN POLITICAL ACTION COMMITTEE,ATTORNEY,
1052015,625,C00359588,BGR PAC,OWNER,
1052015,225,C00540443,AMERICANS FOR RESPONSIBLE SOLUTIONS-PAC,NOT EMPLOYED,
1052015,500,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,250,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,500,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,350,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,300,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PRINCIPAL,
1052015,500,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,250,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,500,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,250,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,500,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,250,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,500,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,250,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PRINCIPAL,
1052015,500,C00547216,COHNREZNICK LLP POLITICAL ACTION COMMITTEE,PARTNER,
1052015,500,C00138560,WASHINGTON POLITICAL ACTION COMMITTEE,SOFTWARE DEVELOPER,
1052015,15,C00401224,ACTBLUE,MD,
1052015,15,C00401224,ACTBLUE,MUSIC TEACHER,
1052015,35,C00401224,ACTBLUE,MD,
1052015,5,C00401224,ACTBLUE,MEDICAL PHYSICIST,
1052015,50,C00401224,ACTBLUE,MEDICAL PHYSICIST,
1052015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1052015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1052015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1052015,37,C00401224,ACTBLUE,ECONOMIST,
1052015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1052015,25,C00401224,ACTBLUE,INSTRUCTOR,
1052015,10,C00401224,ACTBLUE,INSTRUCTOR,
1062015,1000,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1062015,250,C00042366,DSCC,,DEM
1062015,15,C00042366,DSCC,RETIRED,DEM
1062015,1200,C00193433,EMILY'S LIST,ATTORNEY,
1062015,25,C00505552,HEIDI FOR SENATE,NOT EMPLOYED,DEM
1062015,2500,C00527796,DOCTOR VOICE 4 PATIENT CHOICE PAC,PRESIDENT,
1062015,750,C00029447,INTERNATIONAL ASSOCIATION OF FIREFIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC,FIRE FIGHTER / EMS,
1062015,750,C00029447,INTERNATIONAL ASSOCIATION OF FIREFIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC,FIRE FIGHTER / EMS,
1062015,100,C00309567,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,RETAIL EMPLOYEE,DEM
1062015,5000,C00309567,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,OFFICE WORKER,DEM
1062015,5,C00000935,DCCC,,DEM
1062015,250,C00000935,DCCC,,DEM
1062015,100,C00000935,DCCC,,DEM
1062015,25,C00000935,DCCC,PROFESSOR,DEM
1062015,10,C00000935,DCCC,RETIRED,DEM
1062015,208,C00370114,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,EXECUTIVE VICE PRESIDENT,
1062015,250,C00382424,AMERICAN COLLEGE OF SURGEONS PROFESSIONAL ASSOCIATION PAC,SURGEON,
1062015,1000,C00423863,HEALTHCARE SUPPLY CHAIN ASSOCIATION POLITICAL ACTION COMMITTEE (HSCA PAC),EXECUTIVE,
1062015,10,C00495028,HOUSE MAJORITY PAC,RETIRED,
1062015,10,C00495028,HOUSE MAJORITY PAC,RETIRED,
1062015,250,C00525600,OFF THE SIDELINES PAC,CONSTRUCTION MANAGER,
1062015,100,C00542464,JOHN BOLTON SUPER PAC,PHYSICIAN,
1062015,100,C00571380,"RIGHT TO RISE PAC, INC.",DEFENSE CONSULTANT,
1062015,500,C00571380,"RIGHT TO RISE PAC, INC.",ATTORNEY,
1062015,1000,C00571380,"RIGHT TO RISE PAC, INC.",VICE PRESIDENT,
1062015,200,C00401224,ACTBLUE,RETIRED,
1062015,250,C00401224,ACTBLUE,CONSTRUCTION MANAGER,
1062015,50,C00401224,ACTBLUE,,
1062015,20,C00401224,ACTBLUE,,
1062015,25,C00401224,ACTBLUE,LICENSED PSYCHOLOGIST,
1062015,15,C00401224,ACTBLUE,SOFTWARE ENGINEER,
1062015,100,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,25,C00401224,ACTBLUE,RETIRED,
1062015,25,C00401224,ACTBLUE,PROFESSOR,
1062015,15,C00401224,ACTBLUE,RETIRED,
1062015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,15,C00401224,ACTBLUE,PATENT ATTORNEY,
1062015,2,C00401224,ACTBLUE,MD,
1062015,25,C00401224,ACTBLUE,MD,
1062015,20,C00401224,ACTBLUE,RETIRED,
1062015,10,C00401224,ACTBLUE,RETIRED,
1062015,10,C00401224,ACTBLUE,RETIRED,
1062015,10,C00401224,ACTBLUE,RETIRED,
1062015,3,C00401224,ACTBLUE,SOFTWARE ARCHITECT,
1062015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,10,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,3,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,15,C00401224,ACTBLUE,NOT EMLOYED,
1062015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,25,C00401224,ACTBLUE,ARCHITECT,
1062015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1062015,5,C00401224,ACTBLUE,SENIOR ACQUISITION SPECIALIST,
1062015,10,C00401224,ACTBLUE,MD,
1062015,100,C00401224,ACTBLUE,MD,
1072015,350,C00003418,REPUBLICAN NATIONAL COMMITTEE,MD,REP
1072015,300,C00003418,REPUBLICAN NATIONAL COMMITTEE,RETIRED,REP
1072015,250,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,PHYSICIAN,DEM
1072015,225,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1072015,500,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1072015,250,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,REALTOR,DEM
1072015,100,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,LAWYER,DEM
1072015,100,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,LAWYER,DEM
